timestamp,file_path,file_name,file_hash,file_size_bytes,image_format,image_dimensions,image_mode,max_capacity_bytes,has_hidden_data,hidden_message_length,hidden_message_preview,decryption_key_used,analysis_status,error_message
2026-04-01T17:50:13.433175,C:/Users/tanma/Downloads/soc-stego-main/test_images\stegoTS2.png,stegoTS2.png,dccd24e18660b0e6cf25bb7b2d277662e44a59e64f6612bb8d0935f2fc97de07,2255562,PNG,2560x1440,RGBA,1382400,True,20,this is secret msg 2,No,success,
2026-04-01T17:50:13.428147,C:/Users/tanma/Downloads/soc-stego-main/test_images\stegoTS1.png,stegoTS1.png,fcfcae8d3a61b35ca608ab6baf58ec5d70e546450a4885dfbdd8807ee794a072,2255550,PNG,2560x1440,RGBA,1382400,True,20, ;H]Pt;HJ	t>RIP_,No,success,
2026-04-01T17:50:13.427769,C:/Users/tanma/Downloads/soc-stego-main/test_images\setgoTS3.png,setgoTS3.png,aab287bc73407f76e16d974375bca57c9e9243e953d8989f57705b0618e501e6,4387218,PNG,2560x1440,RGBA,1382400,True,20,This is secret msg 3,No,success,
2026-04-01T17:50:13.427452,C:/Users/tanma/Downloads/soc-stego-main/test_images\clean_test_image.png,clean_test_image.png,01c1750f7ad6337e215a2f5753d78f4bdb322b3ce8a85d80447cf52cba67c870,2864751,PNG,2560x1440,RGBA,1382400,False,0,No hidden message detected,No,success,
