timestamp,file_path,file_name,file_hash,file_size_bytes,image_format,image_dimensions,image_mode,max_capacity_bytes,entropy_score,has_hidden_data,hidden_message_length,hidden_message_preview,decryption_key_used,analysis_status,error_message
2026-04-12T23:15:56.078411,C:/Users/tanma/Downloads/soc-stego-main/test_images/stegoTS2.png,stegoTS2.png,dccd24e18660b0e6cf25bb7b2d277662e44a59e64f6612bb8d0935f2fc97de07,2255562,PNG,2560x1440,RGBA,1382400,3.4594,True,20,this is secret msg 2,No,success,
