timestamp,file_path,file_name,file_hash,file_size_bytes,image_format,image_dimensions,image_mode,max_capacity_bytes,entropy_score,has_hidden_data,hidden_message_length,hidden_message_preview,decryption_key_used,analysis_status,error_message
2026-04-12T23:15:31.792014,C:/Users/tanma/Downloads/soc-stego-main/test_images/setgoTS3.png,setgoTS3.png,aab287bc73407f76e16d974375bca57c9e9243e953d8989f57705b0618e501e6,4387218,PNG,2560x1440,RGBA,1382400,3.5503,True,20,This is secret msg 3,No,success,
