timestamp,file_path,file_name,file_hash,file_size_bytes,image_format,image_dimensions,image_mode,max_capacity_bytes,entropy_score,has_hidden_data,hidden_message_length,hidden_message_preview,decryption_key_used,analysis_status,error_message
2026-06-27T12:40:37.832949,C:/Users/tanma/OneDrive/Desktop/stego_out_20260627_124001.png,stego_out_20260627_124001.png,1f75cac1e14ffcc04ce1134a00bd66704b2f818f4cff170fb92c894903a97b6d,1563544,,1280x720,RGBA,345600,0.0,True,91,[V2 Stego Tool Format] X5O!P%@AP[4\PZX54(P^)7CC)7}$EICAR-STANDARD-ANTIVIRUS-TEST-FILE!$H+H*,No,success,
